source;target;interaction;directed;
I391;3460;19;YANLIŞ;
I391;3461;19;YANLIŞ;
I391;3462;19;YANLIŞ;
I391;3463;19;YANLIŞ;
I391;3464;19;YANLIŞ;
I391;3465;19;YANLIŞ;
I391;3466;19;YANLIŞ;
I391;3467;19;YANLIŞ;
I391;3468;19;YANLIŞ;
I391;3469;19;YANLIŞ;
I391;3470;19;YANLIŞ;
I391;3471;19;YANLIŞ;
I391;3472;19;YANLIŞ;
I391;3473;19;YANLIŞ;
I391;3474;19;YANLIŞ;
I391;3475;19;YANLIŞ;
I391;3476;19;YANLIŞ;
I391;3477;19;YANLIŞ;
I391;3478;19;YANLIŞ;
I391;3479;19;YANLIŞ;
I391;3480;19;YANLIŞ;
I391;3481;19;YANLIŞ;
I391;3482;19;YANLIŞ;
I391;3483;19;YANLIŞ;
I391;3484;19;YANLIŞ;
I391;3485;19;YANLIŞ;
I391;3486;19;YANLIŞ;
I391;3487;19;YANLIŞ;
I391;3488;19;YANLIŞ;
I391;3489;19;YANLIŞ;
I391;3490;19;YANLIŞ;
I391;3491;19;YANLIŞ;
I391;3492;19;YANLIŞ;
I391;3493;19;YANLIŞ;
I391;3494;19;YANLIŞ;
I391;3495;19;YANLIŞ;
I391;3496;19;YANLIŞ;
I391;3497;19;YANLIŞ;
I391;3498;19;YANLIŞ;
I391;3499;19;YANLIŞ;
I391;3500;19;YANLIŞ;
I391;3501;19;YANLIŞ;
I391;3502;19;YANLIŞ;
I391;3503;19;YANLIŞ;
I391;3504;19;YANLIŞ;
I391;3505;19;YANLIŞ;
I391;3506;19;YANLIŞ;
I391;3507;19;YANLIŞ;
I391;3508;19;YANLIŞ;
I391;3509;19;YANLIŞ;
I391;3510;19;YANLIŞ;
I391;3511;19;YANLIŞ;
I391;3512;19;YANLIŞ;
I391;3513;19;YANLIŞ;
I391;3514;19;YANLIŞ;
I391;3515;19;YANLIŞ;
I391;3516;19;YANLIŞ;
I391;3517;19;YANLIŞ;
I391;3518;19;YANLIŞ;
I391;3519;19;YANLIŞ;
I391;3520;19;YANLIŞ;
I391;3521;19;YANLIŞ;
I391;3522;19;YANLIŞ;
I391;3523;19;YANLIŞ;
I391;3524;19;YANLIŞ;
I391;3525;19;YANLIŞ;
I391;3526;19;YANLIŞ;
I391;3527;19;YANLIŞ;
I391;3528;19;YANLIŞ;
I391;3529;19;YANLIŞ;
I391;3530;19;YANLIŞ;
I391;3531;19;YANLIŞ;
I391;3532;19;YANLIŞ;
I391;3533;19;YANLIŞ;
I391;3534;19;YANLIŞ;
I391;3535;19;YANLIŞ;
I391;3536;19;YANLIŞ;
I391;3537;19;YANLIŞ;
I391;3538;19;YANLIŞ;
I391;3539;19;YANLIŞ;
I391;3540;19;YANLIŞ;
I391;3541;19;YANLIŞ;
I391;3542;19;YANLIŞ;
I391;3543;19;YANLIŞ;
I391;3544;19;YANLIŞ;
I391;3545;19;YANLIŞ;
I391;3546;19;YANLIŞ;
I391;3547;19;YANLIŞ;
I391;3548;19;YANLIŞ;
I391;3549;19;YANLIŞ;
I391;3550;19;YANLIŞ;
I391;3551;19;YANLIŞ;
I391;3552;19;YANLIŞ;
I391;3553;19;YANLIŞ;
I391;3554;19;YANLIŞ;
I391;3555;19;YANLIŞ;
I391;3556;19;YANLIŞ;
I391;3557;19;YANLIŞ;
I391;3558;19;YANLIŞ;
I391;3559;19;YANLIŞ;
I391;3560;19;YANLIŞ;
I391;3561;19;YANLIŞ;
I391;3562;19;YANLIŞ;
I391;3563;19;YANLIŞ;
I391;3564;19;YANLIŞ;
I391;3565;19;YANLIŞ;
I391;3566;19;YANLIŞ;
I391;3567;19;YANLIŞ;
I391;3568;19;YANLIŞ;
I391;3569;19;YANLIŞ;
I391;3570;19;YANLIŞ;
I391;3571;19;YANLIŞ;
I391;3572;19;YANLIŞ;
I391;3573;19;YANLIŞ;
I391;3574;19;YANLIŞ;
I391;3575;19;YANLIŞ;
I391;3576;19;YANLIŞ;
I391;3577;19;YANLIŞ;
I391;3578;19;YANLIŞ;
I391;3579;19;YANLIŞ;
I391;3580;19;YANLIŞ;
I391;3581;19;YANLIŞ;
I391;3582;19;YANLIŞ;
I391;3583;19;YANLIŞ;
I391;3584;19;YANLIŞ;
I391;3585;19;YANLIŞ;
I391;3586;19;YANLIŞ;
I391;3587;19;YANLIŞ;
I391;3588;19;YANLIŞ;
I391;3589;19;YANLIŞ;
I391;3590;19;YANLIŞ;
I391;3591;19;YANLIŞ;
I391;3592;19;YANLIŞ;
I391;3593;19;YANLIŞ;
I391;3594;19;YANLIŞ;
I391;3595;19;YANLIŞ;
I391;3596;19;YANLIŞ;
I391;3597;19;YANLIŞ;
I391;3598;19;YANLIŞ;
I391;3599;19;YANLIŞ;
I391;3600;19;YANLIŞ;
I391;3601;19;YANLIŞ;
I391;3602;19;YANLIŞ;
I391;3603;19;YANLIŞ;
I391;3604;19;YANLIŞ;
I391;3605;19;YANLIŞ;
I391;3606;19;YANLIŞ;
I391;3607;19;YANLIŞ;
I391;3608;19;YANLIŞ;
I391;3609;19;YANLIŞ;
I391;3610;19;YANLIŞ;
I391;3611;19;YANLIŞ;
I391;3612;19;YANLIŞ;
I391;3613;19;YANLIŞ;
I391;3614;19;YANLIŞ;
I391;3615;19;YANLIŞ;
I391;3616;19;YANLIŞ;
I391;3617;19;YANLIŞ;
I391;3618;19;YANLIŞ;
I391;3619;19;YANLIŞ;
I391;3620;19;YANLIŞ;
I391;3621;19;YANLIŞ;
I391;3622;19;YANLIŞ;
I391;3623;19;YANLIŞ;
I391;3624;19;YANLIŞ;
I391;3625;19;YANLIŞ;
I391;3626;19;YANLIŞ;
I391;3627;19;YANLIŞ;
I391;3628;19;YANLIŞ;
I391;3629;19;YANLIŞ;
I391;3630;19;YANLIŞ;
I391;3631;19;YANLIŞ;
I391;3632;19;YANLIŞ;
I391;3633;19;YANLIŞ;
I391;3634;19;YANLIŞ;
I391;3635;19;YANLIŞ;
I391;3636;19;YANLIŞ;
I391;3637;19;YANLIŞ;
I391;3638;19;YANLIŞ;
I391;3639;19;YANLIŞ;
I391;3640;19;YANLIŞ;
I391;3641;19;YANLIŞ;
I391;3642;19;YANLIŞ;
I391;3643;19;YANLIŞ;
I391;3644;19;YANLIŞ;
I391;3645;19;YANLIŞ;
I391;3646;19;YANLIŞ;
I391;3647;19;YANLIŞ;
I391;3648;19;YANLIŞ;
I391;3649;19;YANLIŞ;
I391;3650;19;YANLIŞ;
I391;3651;19;YANLIŞ;
I391;3652;19;YANLIŞ;
I391;3653;19;YANLIŞ;
I391;3654;19;YANLIŞ;
I391;3655;19;YANLIŞ;
I391;3656;19;YANLIŞ;
I391;3657;19;YANLIŞ;
I391;3658;19;YANLIŞ;
I391;3659;19;YANLIŞ;
I391;3660;19;YANLIŞ;
I391;3661;19;YANLIŞ;
I391;3662;19;YANLIŞ;
I391;3663;19;YANLIŞ;
I391;3664;19;YANLIŞ;
I391;3665;19;YANLIŞ;
I391;3666;19;YANLIŞ;
I391;3667;19;YANLIŞ;
I391;3668;19;YANLIŞ;
I391;3669;19;YANLIŞ;
I391;3670;19;YANLIŞ;
I391;3671;19;YANLIŞ;
I391;3672;19;YANLIŞ;
I391;3673;19;YANLIŞ;
I391;3674;19;YANLIŞ;
I391;3675;19;YANLIŞ;
I391;3676;19;YANLIŞ;
I391;3677;19;YANLIŞ;
I391;3678;19;YANLIŞ;
I391;3679;19;YANLIŞ;
I391;3680;19;YANLIŞ;
I391;3681;19;YANLIŞ;
I391;3682;19;YANLIŞ;
I391;3683;19;YANLIŞ;
I391;3684;19;YANLIŞ;
I391;3685;19;YANLIŞ;
I391;3686;19;YANLIŞ;
I391;3687;19;YANLIŞ;
I391;3688;19;YANLIŞ;
I391;3689;19;YANLIŞ;
I391;3690;19;YANLIŞ;
I391;3691;19;YANLIŞ;
I391;3692;19;YANLIŞ;
I391;3693;19;YANLIŞ;
I391;3694;19;YANLIŞ;
I391;3695;19;YANLIŞ;
I391;3696;19;YANLIŞ;
I391;3697;19;YANLIŞ;
I391;3698;19;YANLIŞ;
I391;3699;19;YANLIŞ;
I391;3700;19;YANLIŞ;
I391;3701;19;YANLIŞ;
I391;3702;19;YANLIŞ;
I391;3703;19;YANLIŞ;
I391;3704;19;YANLIŞ;
I391;3705;19;YANLIŞ;
I391;3706;19;YANLIŞ;
I391;3707;19;YANLIŞ;
I391;3708;19;YANLIŞ;
I391;3709;19;YANLIŞ;
I391;3710;19;YANLIŞ;
I391;3711;19;YANLIŞ;
I391;3712;19;YANLIŞ;
I391;3713;19;YANLIŞ;
I391;3714;19;YANLIŞ;
I391;3715;19;YANLIŞ;
I391;3716;19;YANLIŞ;
I391;3717;19;YANLIŞ;
I391;3718;19;YANLIŞ;
I391;3719;19;YANLIŞ;
I391;3720;19;YANLIŞ;
I391;3721;19;YANLIŞ;
I391;3722;19;YANLIŞ;
I391;3723;19;YANLIŞ;
I391;3724;19;YANLIŞ;
I391;3725;19;YANLIŞ;
I391;3726;19;YANLIŞ;
I391;3727;19;YANLIŞ;
I391;3728;19;YANLIŞ;
I391;3729;19;YANLIŞ;
I391;3730;19;YANLIŞ;
I391;3731;19;YANLIŞ;
I391;3732;19;YANLIŞ;
I391;3733;19;YANLIŞ;
I391;3734;19;YANLIŞ;
I391;3735;19;YANLIŞ;
I391;3736;19;YANLIŞ;
I391;3737;19;YANLIŞ;
I391;3738;19;YANLIŞ;
I391;3739;19;YANLIŞ;
I391;3740;19;YANLIŞ;
I391;3741;19;YANLIŞ;
I391;3742;19;YANLIŞ;
I391;3743;19;YANLIŞ;
I391;3744;19;YANLIŞ;
I391;3745;19;YANLIŞ;
I391;3746;19;YANLIŞ;
I391;3747;19;YANLIŞ;
I391;3748;19;YANLIŞ;
I391;3749;19;YANLIŞ;
I391;3750;19;YANLIŞ;
I391;3751;19;YANLIŞ;
I391;3752;19;YANLIŞ;
I391;3753;19;YANLIŞ;
I391;3754;19;YANLIŞ;
I391;3755;19;YANLIŞ;
I391;3756;19;YANLIŞ;
I391;3757;19;YANLIŞ;
I391;3758;19;YANLIŞ;
I391;3759;19;YANLIŞ;
I391;3760;19;YANLIŞ;
I391;3761;19;YANLIŞ;
I391;3762;19;YANLIŞ;
I391;3763;19;YANLIŞ;
I391;3764;19;YANLIŞ;
I391;3765;19;YANLIŞ;
I391;3766;19;YANLIŞ;
I391;3767;19;YANLIŞ;
I391;3768;19;YANLIŞ;
I391;3769;19;YANLIŞ;
I391;3770;19;YANLIŞ;
I391;3771;19;YANLIŞ;
I391;3772;19;YANLIŞ;
I391;3773;19;YANLIŞ;
I391;3774;19;YANLIŞ;
I391;3775;19;YANLIŞ;
I391;3776;19;YANLIŞ;
I391;3777;19;YANLIŞ;
I391;3778;19;YANLIŞ;
I391;3779;19;YANLIŞ;
I391;3780;19;YANLIŞ;
I391;3781;19;YANLIŞ;
I391;3782;19;YANLIŞ;
I391;3783;19;YANLIŞ;
I391;3784;19;YANLIŞ;
I391;3785;19;YANLIŞ;
I391;3786;19;YANLIŞ;
I391;3787;19;YANLIŞ;
I391;3788;19;YANLIŞ;
I391;3789;19;YANLIŞ;
I391;3790;19;YANLIŞ;
I391;3791;19;YANLIŞ;
I391;3792;19;YANLIŞ;
I391;3793;19;YANLIŞ;
I391;3794;19;YANLIŞ;
I391;3795;19;YANLIŞ;
I391;3796;19;YANLIŞ;
I391;3797;19;YANLIŞ;
I391;3798;19;YANLIŞ;
I391;3799;19;YANLIŞ;
I391;3800;19;YANLIŞ;
I391;3801;19;YANLIŞ;
I391;3802;19;YANLIŞ;
I391;3803;19;YANLIŞ;
I391;3804;19;YANLIŞ;
I391;3805;19;YANLIŞ;
I391;3806;19;YANLIŞ;
I391;3807;19;YANLIŞ;
I391;3808;19;YANLIŞ;
I391;3809;19;YANLIŞ;
I391;3810;19;YANLIŞ;
I391;3811;19;YANLIŞ;
I391;3812;19;YANLIŞ;
I391;3813;19;YANLIŞ;
I391;3814;19;YANLIŞ;
I391;3815;19;YANLIŞ;
I391;3816;19;YANLIŞ;
I391;3817;19;YANLIŞ;
I391;3818;19;YANLIŞ;
I391;3819;19;YANLIŞ;
I391;3820;19;YANLIŞ;
I391;3821;19;YANLIŞ;
I391;3822;19;YANLIŞ;
I391;3823;19;YANLIŞ;
I391;3824;19;YANLIŞ;
I391;3825;19;YANLIŞ;
I391;3826;19;YANLIŞ;
I391;3827;19;YANLIŞ;
I391;3828;19;YANLIŞ;
I391;3829;19;YANLIŞ;
I391;3830;19;YANLIŞ;
I391;3831;19;YANLIŞ;
I391;3832;19;YANLIŞ;
I391;3833;19;YANLIŞ;
I391;3834;19;YANLIŞ;
I391;3835;19;YANLIŞ;
I391;3836;19;YANLIŞ;
I391;3837;19;YANLIŞ;
I391;3838;19;YANLIŞ;
I391;3839;19;YANLIŞ;
I391;3840;19;YANLIŞ;
I391;3841;19;YANLIŞ;
I391;3842;19;YANLIŞ;
I391;3843;19;YANLIŞ;
I391;3844;19;YANLIŞ;
I391;3845;19;YANLIŞ;
I391;3846;19;YANLIŞ;
I391;3847;19;YANLIŞ;
I391;3848;19;YANLIŞ;
I391;3849;19;YANLIŞ;
I391;3850;19;YANLIŞ;
I391;3851;19;YANLIŞ;
I391;3852;19;YANLIŞ;
I391;3853;19;YANLIŞ;
I391;3854;19;YANLIŞ;
I391;3855;19;YANLIŞ;
I391;3856;19;YANLIŞ;
I391;3857;19;YANLIŞ;
I391;3858;19;YANLIŞ;
I391;3859;19;YANLIŞ;
I391;3860;19;YANLIŞ;
I391;3861;19;YANLIŞ;
I391;3862;19;YANLIŞ;
I391;3863;19;YANLIŞ;
I391;3864;19;YANLIŞ;
I391;3865;19;YANLIŞ;
I391;3866;19;YANLIŞ;
I391;3867;19;YANLIŞ;
I391;3868;19;YANLIŞ;
I391;3869;19;YANLIŞ;
I391;3870;19;YANLIŞ;
I391;3871;19;YANLIŞ;
I391;3872;19;YANLIŞ;
I391;3873;19;YANLIŞ;
I391;3874;19;YANLIŞ;
I391;3875;19;YANLIŞ;
I391;3876;19;YANLIŞ;
I391;3877;19;YANLIŞ;
I391;3878;19;YANLIŞ;
I391;3879;19;YANLIŞ;
I391;3880;19;YANLIŞ;
I391;3881;19;YANLIŞ;
I391;3882;19;YANLIŞ;
I391;3883;19;YANLIŞ;
I391;3884;19;YANLIŞ;
I391;3885;19;YANLIŞ;
I391;3886;19;YANLIŞ;
I391;3887;19;YANLIŞ;
I391;3888;19;YANLIŞ;
I391;3889;19;YANLIŞ;
I391;3890;19;YANLIŞ;
I391;3891;19;YANLIŞ;
I391;3892;19;YANLIŞ;
I391;3893;19;YANLIŞ;
I391;3894;19;YANLIŞ;
I391;3895;19;YANLIŞ;
I391;3896;19;YANLIŞ;
I391;3897;19;YANLIŞ;
I391;3898;19;YANLIŞ;
I391;3899;19;YANLIŞ;
I391;3900;19;YANLIŞ;
I391;3901;19;YANLIŞ;
I391;3902;19;YANLIŞ;
I391;3903;19;YANLIŞ;
I391;3904;19;YANLIŞ;
I391;3905;19;YANLIŞ;
I391;3906;19;YANLIŞ;
I391;3907;19;YANLIŞ;
I391;3908;19;YANLIŞ;
I391;3909;19;YANLIŞ;
I391;3910;19;YANLIŞ;
I391;3911;19;YANLIŞ;
I391;3912;19;YANLIŞ;
I391;3913;19;YANLIŞ;
I391;3914;19;YANLIŞ;
I391;3915;19;YANLIŞ;
I391;3916;19;YANLIŞ;
I391;3917;19;YANLIŞ;
I391;3918;19;YANLIŞ;
I391;3919;19;YANLIŞ;
I391;3920;19;YANLIŞ;
I391;3921;19;YANLIŞ;
I391;3922;19;YANLIŞ;
I391;3923;19;YANLIŞ;
I391;3924;19;YANLIŞ;
I391;3925;19;YANLIŞ;
I391;3926;19;YANLIŞ;
I391;3927;19;YANLIŞ;
I391;3928;19;YANLIŞ;
I391;3929;19;YANLIŞ;
I391;3930;19;YANLIŞ;
I391;3931;19;YANLIŞ;
I391;3932;19;YANLIŞ;
I391;3933;19;YANLIŞ;
I391;3934;19;YANLIŞ;
I391;3935;19;YANLIŞ;
I391;3936;19;YANLIŞ;
I391;3937;19;YANLIŞ;
I391;3938;19;YANLIŞ;
I391;3939;19;YANLIŞ;
I391;3940;19;YANLIŞ;
I391;3941;19;YANLIŞ;
I391;3942;19;YANLIŞ;
I391;3943;19;YANLIŞ;
I391;3944;19;YANLIŞ;
I391;3945;19;YANLIŞ;
I391;3946;19;YANLIŞ;
I391;3947;19;YANLIŞ;
I391;3948;19;YANLIŞ;
I391;3949;19;YANLIŞ;
I391;3950;19;YANLIŞ;
I391;3951;19;YANLIŞ;
I391;3952;19;YANLIŞ;
I391;3953;19;YANLIŞ;
I391;3954;19;YANLIŞ;
I391;3955;19;YANLIŞ;
I391;3956;19;YANLIŞ;
I391;3957;19;YANLIŞ;
I391;3958;19;YANLIŞ;
I391;3959;19;YANLIŞ;
I391;3960;19;YANLIŞ;
I391;3961;19;YANLIŞ;
I391;3962;19;YANLIŞ;
I391;3963;19;YANLIŞ;
I391;3964;19;YANLIŞ;
I391;3965;19;YANLIŞ;
I391;3966;19;YANLIŞ;
I391;3967;19;YANLIŞ;
I391;3968;19;YANLIŞ;
I391;3969;19;YANLIŞ;
I391;3970;19;YANLIŞ;
I391;3971;19;YANLIŞ;
I391;3972;19;YANLIŞ;
I391;3973;19;YANLIŞ;
I391;3974;19;YANLIŞ;
I391;3975;19;YANLIŞ;
I391;3976;19;YANLIŞ;
I391;3977;19;YANLIŞ;
I391;3978;19;YANLIŞ;
I391;3979;19;YANLIŞ;
I391;3980;19;YANLIŞ;
I391;3981;19;YANLIŞ;
I391;3982;19;YANLIŞ;
I391;3983;19;YANLIŞ;
I391;3984;19;YANLIŞ;
I391;3985;19;YANLIŞ;
I391;3986;19;YANLIŞ;
I391;3987;19;YANLIŞ;
I391;3988;19;YANLIŞ;
I391;3989;19;YANLIŞ;
I391;3990;19;YANLIŞ;
I391;3991;19;YANLIŞ;
I391;3992;19;YANLIŞ;
I391;3993;19;YANLIŞ;
I391;3994;19;YANLIŞ;
I391;3995;19;YANLIŞ;
I391;3996;19;YANLIŞ;
I391;3997;19;YANLIŞ;
I391;3998;19;YANLIŞ;
I391;3999;19;YANLIŞ;
I391;4000;19;YANLIŞ;
I391;4001;19;YANLIŞ;
I391;4002;19;YANLIŞ;
I391;4003;19;YANLIŞ;
I391;4004;19;YANLIŞ;
I391;4005;19;YANLIŞ;
I391;4006;19;YANLIŞ;
I391;4007;19;YANLIŞ;
I391;4008;19;YANLIŞ;
I391;4009;19;YANLIŞ;
I391;4010;19;YANLIŞ;
I391;4011;19;YANLIŞ;
I391;4012;19;YANLIŞ;
I391;4013;19;YANLIŞ;
I391;4014;19;YANLIŞ;
I391;4015;19;YANLIŞ;
I391;4016;19;YANLIŞ;
I391;4017;19;YANLIŞ;
I391;4018;19;YANLIŞ;
I391;4019;19;YANLIŞ;
I391;4020;19;YANLIŞ;
I391;4021;19;YANLIŞ;
I391;4022;19;YANLIŞ;
I391;4023;19;YANLIŞ;
I391;4024;19;YANLIŞ;
I391;4025;19;YANLIŞ;
I391;4026;19;YANLIŞ;
I391;4027;19;YANLIŞ;
I391;4028;19;YANLIŞ;
I391;4029;19;YANLIŞ;
I391;4030;19;YANLIŞ;
I391;4031;19;YANLIŞ;
I391;4032;19;YANLIŞ;
I391;4033;19;YANLIŞ;
I391;4034;19;YANLIŞ;
I391;4035;19;YANLIŞ;
I391;4036;19;YANLIŞ;
I391;4037;19;YANLIŞ;
I391;4038;19;YANLIŞ;
I391;4039;19;YANLIŞ;
I391;4040;19;YANLIŞ;
I391;4041;19;YANLIŞ;
I391;4042;19;YANLIŞ;
I391;4043;19;YANLIŞ;
I391;4044;19;YANLIŞ;
I391;4045;19;YANLIŞ;
I391;4046;19;YANLIŞ;
I391;4047;19;YANLIŞ;
I391;4048;19;YANLIŞ;
I391;4049;19;YANLIŞ;
I391;4050;19;YANLIŞ;
I391;4051;19;YANLIŞ;
I391;4052;19;YANLIŞ;
I391;4053;19;YANLIŞ;
I391;4054;19;YANLIŞ;
I391;4055;19;YANLIŞ;
I391;4056;19;YANLIŞ;
I391;4057;19;YANLIŞ;
I391;4058;19;YANLIŞ;
I391;4059;19;YANLIŞ;
I391;4060;19;YANLIŞ;
I391;4061;19;YANLIŞ;
I391;4062;19;YANLIŞ;
I391;4063;19;YANLIŞ;
I391;4064;19;YANLIŞ;
I391;4065;19;YANLIŞ;
I391;4066;19;YANLIŞ;
I391;4067;19;YANLIŞ;
I391;4068;19;YANLIŞ;
I391;4069;19;YANLIŞ;
I391;4070;19;YANLIŞ;
I391;4071;19;YANLIŞ;
I391;4072;19;YANLIŞ;
I391;4073;19;YANLIŞ;
I391;4074;19;YANLIŞ;
I391;4075;19;YANLIŞ;
I391;4076;19;YANLIŞ;
I391;4077;19;YANLIŞ;
I391;4078;19;YANLIŞ;
I391;4079;19;YANLIŞ;
I391;4080;19;YANLIŞ;
I391;4081;19;YANLIŞ;
I391;4082;19;YANLIŞ;
I391;4083;19;YANLIŞ;
I391;4084;19;YANLIŞ;
I391;4085;19;YANLIŞ;
I391;4086;19;YANLIŞ;
I391;4087;19;YANLIŞ;
I391;4088;19;YANLIŞ;
I391;4089;19;YANLIŞ;
I391;4090;19;YANLIŞ;
I391;4091;19;YANLIŞ;
I391;4092;19;YANLIŞ;
I391;4093;19;YANLIŞ;
I391;4094;19;YANLIŞ;
I391;4095;19;YANLIŞ;
I391;4096;19;YANLIŞ;
I391;4097;19;YANLIŞ;
I391;4098;19;YANLIŞ;
I391;4099;19;YANLIŞ;
I391;4100;19;YANLIŞ;
I391;4101;19;YANLIŞ;
I391;4102;19;YANLIŞ;
I391;4103;19;YANLIŞ;
I391;4104;19;YANLIŞ;
I391;4105;19;YANLIŞ;
I391;4106;19;YANLIŞ;
I391;4107;19;YANLIŞ;
I391;4108;19;YANLIŞ;
I391;4109;19;YANLIŞ;
I391;4110;19;YANLIŞ;
I391;4111;19;YANLIŞ;
I391;4112;19;YANLIŞ;
I391;4113;19;YANLIŞ;
I391;4114;19;YANLIŞ;
I391;4115;19;YANLIŞ;
I391;4116;19;YANLIŞ;
I391;4117;19;YANLIŞ;
I391;4118;19;YANLIŞ;
I391;4119;19;YANLIŞ;
I391;4120;19;YANLIŞ;
I391;4121;19;YANLIŞ;
I391;4122;19;YANLIŞ;
I391;4123;19;YANLIŞ;
I391;4124;19;YANLIŞ;
I391;4125;19;YANLIŞ;
I391;4126;19;YANLIŞ;
I391;4127;19;YANLIŞ;
I391;4128;19;YANLIŞ;
I391;4129;19;YANLIŞ;
I391;4130;19;YANLIŞ;
I391;4131;19;YANLIŞ;
I391;4132;19;YANLIŞ;
I391;4133;19;YANLIŞ;
I391;4134;19;YANLIŞ;
I391;4135;19;YANLIŞ;
I391;4136;19;YANLIŞ;
I391;4137;19;YANLIŞ;
I391;4138;19;YANLIŞ;
I391;4139;19;YANLIŞ;
I391;4140;19;YANLIŞ;
I391;4141;19;YANLIŞ;
I391;4142;19;YANLIŞ;
I391;4143;19;YANLIŞ;
I391;4144;19;YANLIŞ;
I391;4145;19;YANLIŞ;
I391;4146;19;YANLIŞ;
I391;4147;19;YANLIŞ;
I391;4148;19;YANLIŞ;
I391;4149;19;YANLIŞ;
I391;4150;19;YANLIŞ;
I391;4151;19;YANLIŞ;
I391;4152;19;YANLIŞ;
I391;4153;19;YANLIŞ;
I391;4154;19;YANLIŞ;
I391;4155;19;YANLIŞ;
I391;4156;19;YANLIŞ;
I391;4157;19;YANLIŞ;
I391;4158;19;YANLIŞ;
I391;4159;19;YANLIŞ;
I391;4160;19;YANLIŞ;
I391;4161;19;YANLIŞ;
I391;4162;19;YANLIŞ;
I391;4163;19;YANLIŞ;
I391;4164;19;YANLIŞ;
I391;4165;19;YANLIŞ;
I391;4166;19;YANLIŞ;
I391;4167;19;YANLIŞ;
I391;4168;19;YANLIŞ;
I391;4169;19;YANLIŞ;
I391;4170;19;YANLIŞ;
I391;4171;19;YANLIŞ;
I391;4172;19;YANLIŞ;
I391;4173;19;YANLIŞ;
I391;4174;19;YANLIŞ;
I391;4175;19;YANLIŞ;
I391;4176;19;YANLIŞ;
I391;4177;19;YANLIŞ;
I391;4178;19;YANLIŞ;
I391;4179;19;YANLIŞ;
I391;4180;19;YANLIŞ;
I391;4181;19;YANLIŞ;
I391;4182;19;YANLIŞ;
I391;4183;19;YANLIŞ;
I391;4184;19;YANLIŞ;
I391;4185;19;YANLIŞ;
I391;4186;19;YANLIŞ;
I391;4187;19;YANLIŞ;
I391;4188;19;YANLIŞ;
I391;4189;19;YANLIŞ;
I391;4190;19;YANLIŞ;
I391;4191;19;YANLIŞ;
I391;4192;19;YANLIŞ;
I391;4193;19;YANLIŞ;
I391;4194;19;YANLIŞ;
I391;4195;19;YANLIŞ;
I391;4196;19;YANLIŞ;
I391;4197;19;YANLIŞ;
I391;4198;19;YANLIŞ;
I391;4199;19;YANLIŞ;
I391;4200;19;YANLIŞ;
I391;4201;19;YANLIŞ;
I391;4202;19;YANLIŞ;
I391;4203;19;YANLIŞ;
I391;4204;19;YANLIŞ;
I391;4205;19;YANLIŞ;
I391;4206;19;YANLIŞ;
I391;4207;19;YANLIŞ;
I391;4208;19;YANLIŞ;
I391;4209;19;YANLIŞ;
I391;4210;19;YANLIŞ;
I391;4211;19;YANLIŞ;
I391;4212;19;YANLIŞ;
I391;4213;19;YANLIŞ;
I391;4214;19;YANLIŞ;
I391;4215;19;YANLIŞ;
I391;4216;19;YANLIŞ;
I391;4217;19;YANLIŞ;
I391;4218;19;YANLIŞ;
I391;4219;19;YANLIŞ;
I391;4220;19;YANLIŞ;
I391;4221;19;YANLIŞ;
I391;4222;19;YANLIŞ;
I391;4223;19;YANLIŞ;
I391;4224;19;YANLIŞ;
I391;4225;19;YANLIŞ;
I391;4226;19;YANLIŞ;
I391;4227;19;YANLIŞ;
I391;4228;19;YANLIŞ;
I391;4229;19;YANLIŞ;
I391;4230;19;YANLIŞ;
I391;4231;19;YANLIŞ;
I391;4232;19;YANLIŞ;
I391;4233;19;YANLIŞ;
I391;4234;19;YANLIŞ;
I391;4235;19;YANLIŞ;
I391;4236;19;YANLIŞ;
I391;4237;19;YANLIŞ;
I391;4238;19;YANLIŞ;
I391;4239;19;YANLIŞ;
I391;4240;19;YANLIŞ;
I391;4241;19;YANLIŞ;
I391;4242;19;YANLIŞ;
I391;4243;19;YANLIŞ;
I391;4244;19;YANLIŞ;
I391;4245;19;YANLIŞ;
I391;4246;19;YANLIŞ;
I391;4247;19;YANLIŞ;
I391;4248;19;YANLIŞ;
I391;4249;19;YANLIŞ;
I391;4250;19;YANLIŞ;
I391;4251;19;YANLIŞ;
I391;4252;19;YANLIŞ;
I391;4253;19;YANLIŞ;
I391;4254;19;YANLIŞ;
I391;4255;19;YANLIŞ;
I391;4256;19;YANLIŞ;
I391;4257;19;YANLIŞ;
I391;4258;19;YANLIŞ;
I391;4259;19;YANLIŞ;
I391;4260;19;YANLIŞ;
I391;4261;19;YANLIŞ;
I391;4262;19;YANLIŞ;
I391;4263;19;YANLIŞ;
I391;4264;19;YANLIŞ;
I391;4265;19;YANLIŞ;
I391;4266;19;YANLIŞ;
I391;4267;19;YANLIŞ;
I391;4268;19;YANLIŞ;
I391;4269;19;YANLIŞ;
I391;4270;19;YANLIŞ;
I391;4271;19;YANLIŞ;
I391;4272;19;YANLIŞ;
I391;4273;19;YANLIŞ;
I391;4274;19;YANLIŞ;
I391;4275;19;YANLIŞ;
I391;4276;19;YANLIŞ;
I391;4277;19;YANLIŞ;
I391;4278;19;YANLIŞ;
I391;4279;19;YANLIŞ;
I391;4280;19;YANLIŞ;
I391;4281;19;YANLIŞ;
